,target_order,Fold,label,MAE,MSE,RMSE,MAPE,SMAPE,MSLE
1139,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity']",7,equal_opportunity,0.1207480633667626,0.0302870620052451,0.1740317844683697,2798303129568.2583,0.800349488313746,0.0171427462440081
1140,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity']",8,Group Size Disparity,0.3034927615602112,0.136422789727057,0.3693545582865562,6065326530419.538,0.676465108457517,0.0592456992131809
1141,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity']",8,individual_fairness,0.1391715440650464,0.0322114903515077,0.1794755982062958,1.164945633731451,0.4726511504038942,0.0122718115377733
1142,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity']",8,disparate_parity,0.0987602324724215,0.017657687463092,0.1328822315552086,2361621659945.8657,0.714726481747352,0.0109421335646118
1143,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity']",8,Prevalence Disparity,0.0598245592030576,0.0062101604002156,0.0788045709347858,333160885736.8625,0.8046905876424296,0.0046527402004525
1144,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity']",8,equal_opportunity,0.1127232043935353,0.0251134539771003,0.158472249864449,3145452498017.804,0.785696823606587,0.014845554621405
1145,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity']",9,Group Size Disparity,0.2904634077969922,0.128086954380297,0.3578923782092839,1180107979925.6997,0.6376138768458511,0.0552608897777898
1146,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity']",9,individual_fairness,0.13935474584059,0.0315526619817132,0.1776306898644298,1.2611925490477809,0.4836832282216539,0.0122462438694131
1147,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity']",9,disparate_parity,0.0996857714885595,0.0180047692185678,0.1341818513010157,1728930211389.4084,0.7284558023079193,0.0111922232106041
1148,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity']",9,Prevalence Disparity,0.0601152268624839,0.0061446986671917,0.0783881283562231,34.51737026488963,0.8203863758452205,0.0046377104633368
1149,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity']",9,equal_opportunity,0.1149384594461564,0.0270303432335243,0.1644090728443061,2174529051874.584,0.7894109925105892,0.0155677170995338
1150,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",0,Group Size Disparity,0.2927427143827345,0.131943122921487,0.3632397595548801,5970874576432.362,0.6397640674049596,0.0558713502247349
1151,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",0,individual_fairness,0.1430991631739319,0.0343006520804603,0.1852043522179225,1.1886564461641371,0.4881730723818011,0.0128140618275371
1152,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",0,disparate_parity,0.1034830643883325,0.0190390559196277,0.1379820855025307,2382882185462.012,0.746961361259646,0.0118348716799245
1153,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",0,equal_opportunity,0.1195846840260629,0.0302964089552036,0.1740586365429869,3217375106091.899,0.7841560724688045,0.0170997643675751
1154,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",0,Prevalence Disparity,0.061797160815827,0.0065170310307918,0.0807281303561024,37.3613252652389,0.8253502037494813,0.0048918856636744
1155,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",1,Group Size Disparity,0.3004311380662173,0.1379018221551308,0.3713513459718852,2435677982894.518,0.6586487343201309,0.0585897623611553
1156,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",1,individual_fairness,0.1425546794365681,0.0331296668708704,0.1820155676607647,1.2923572669768668,0.4976967824260202,0.0127344763464897
1157,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",1,disparate_parity,0.1033206003515608,0.0188745626734966,0.1373847250370164,1767866399308.462,0.7386172351747153,0.0115712842248032
1158,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",1,equal_opportunity,0.117312304148607,0.027682680810623,0.1663811311736492,2562819979619.501,0.7820739264848323,0.0160222339430851
1159,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",1,Prevalence Disparity,0.06224901268498,0.0067161938261696,0.0819523875562492,9.19418733190224,0.8122009780840647,0.0049604528362153
1160,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",2,Group Size Disparity,0.2963984035861111,0.1304210566867534,0.3611385560789009,5935945626276.75,0.6715292620893657,0.0577774645734318
1161,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",2,individual_fairness,0.1362276769631482,0.0300933031108482,0.1734742145416668,1.2113424421525856,0.4731286656929848,0.0117691158668322
1162,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",2,disparate_parity,0.0985106729759532,0.0170748669201902,0.1306708342369875,687529641093.0387,0.724848918272257,0.0107559731279824
1163,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",2,equal_opportunity,0.111719314998113,0.0245296056408245,0.1566193016228349,852190815875.4352,0.780304483611565,0.0145939080044384
1164,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",2,Prevalence Disparity,0.059543491036098,0.0059838076751964,0.0773550753034112,435903947144.5879,0.8144115561376714,0.0045370744694689
1165,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",3,Group Size Disparity,0.2904598316966341,0.1293962700878279,0.3597169304992856,4792703225640.808,0.6280120150037007,0.0547646172269876
1166,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",3,individual_fairness,0.1399272758329626,0.0310831655728709,0.176304184785475,1.327822271063343,0.4965161086826484,0.0122874267377492
1167,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",3,disparate_parity,0.1019768920391355,0.0185564936099794,0.136222221425065,2359609062919.983,0.7288897452409804,0.0114819868663548
1168,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",3,equal_opportunity,0.1169281225492967,0.0278172861645977,0.1667851497124302,4081956632059.681,0.7865157744216453,0.0161317677028796
1169,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",3,Prevalence Disparity,0.0616897927962415,0.0064278832220772,0.0801740807373385,10.096258395551056,0.817367941093146,0.0048228686794914
1170,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",4,Group Size Disparity,0.294406413859734,0.1296018359020063,0.3600025498548675,4708427862985.418,0.6449116798924999,0.0558474042027155
1171,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",4,individual_fairness,0.1436613291026248,0.0336142768041396,0.1833419668383091,1.324631520853899,0.4970985770216681,0.012802136688782
1172,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",4,disparate_parity,0.0990658288283324,0.0169587699928705,0.1302258422620893,2102132189700.6,0.7158356285501419,0.0106471448252431
1173,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",4,equal_opportunity,0.1188699105761982,0.0298255761267897,0.1727008283905719,3595083010838.737,0.7874430588087321,0.016868296212339
1174,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",4,Prevalence Disparity,0.0580791906075705,0.0056429942796546,0.0751198660785193,6.826121237442624,0.7855414927186783,0.0042914742135512
1175,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",5,Group Size Disparity,0.2928640238909082,0.1278523430631216,0.3575644600112288,7085018691447.9,0.6526980959388518,0.0560819439830621
1176,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",5,individual_fairness,0.1409515124854274,0.0321706936964313,0.1793619070383433,1.2239404095307287,0.4785405229954345,0.0123098041651709
1177,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",5,disparate_parity,0.0990911424603268,0.0175406674130807,0.1324411847314904,1129794723475.374,0.7205141245542611,0.0108072797095938
1178,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",5,equal_opportunity,0.1137465073213806,0.0264314080598937,0.1625773909862431,1663461517877.0166,0.7825407987192144,0.0153108986047124
1179,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",5,Prevalence Disparity,0.0602564304983965,0.0062101956431135,0.0788047945439457,503630145592.0848,0.8161857954371605,0.0046455859649042
1180,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",6,Group Size Disparity,0.2909789785784161,0.1276424170080785,0.3572707894693862,1100552685836.993,0.6503790883410505,0.0558364970033719
1181,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",6,individual_fairness,0.1443287948073679,0.0343300207155195,0.1852836223618254,1.3199373830647678,0.5003165850325649,0.0131058090017026
1182,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",6,disparate_parity,0.1031372652733649,0.0195869349851681,0.1399533314543393,1948587556533.5464,0.7380451953362372,0.0117319197099484
1183,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",6,equal_opportunity,0.1191797820663274,0.0295206609184345,0.1718157761046247,2459848369699.948,0.7921605128599979,0.0167662714456655
1184,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",6,Prevalence Disparity,0.0618375383602127,0.0067427276778714,0.0821141137556231,67.08357364251725,0.8228210816136309,0.0049425664212472
1185,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",7,Group Size Disparity,0.292321627536057,0.1300761951246069,0.3606607756945672,8296713439467.597,0.6544644791596025,0.056680332482226
1186,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",7,individual_fairness,0.2098580899444596,0.0657512923570268,0.2564201481105313,2.304974733018395,0.6439284997977827,0.0273099746281523
1187,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",7,disparate_parity,0.1086770455069998,0.0212465128685977,0.1457618361183672,2275929866181.9805,0.7507699904828454,0.0128218579078033
1188,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",7,equal_opportunity,0.1207431436190305,0.0302884664190719,0.1740358193564531,2797784890101.6177,0.8003222131008367,0.0171429261140395
1189,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",7,Prevalence Disparity,0.0653644586505167,0.007353287184031,0.0857513101009602,8.517588200755021,0.8271653569439635,0.0054301736980871
1190,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",8,Group Size Disparity,0.3034927615867689,0.1364227897383321,0.3693545583018194,6065326529689.724,0.6764651084940796,0.0592456992187791
1191,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",8,individual_fairness,0.1391715439732722,0.0322114903169752,0.1794755981100919,1.164945633233497,0.472651150152982,0.0122718115246676
1192,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",8,disparate_parity,0.0987602324690377,0.0176576874662033,0.1328822315669156,2361621659479.939,0.7147264817291081,0.0109421335666228
1193,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",8,equal_opportunity,0.1127633546950485,0.0251158472262828,0.1584798006885511,3137837206115.86,0.7858813410184233,0.0148488784000914
1194,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",8,Prevalence Disparity,0.0598391725565775,0.0062124532785122,0.078819117468494,331634102955.5634,0.8048317028624387,0.0046534920045288
1195,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",9,Group Size Disparity,0.2904634077889616,0.1280869543770931,0.3578923782048077,1180107978721.5093,0.6376138768324587,0.0552608897765933
1196,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",9,individual_fairness,0.1393547457775387,0.0315526619378421,0.1776306897409401,1.2611925489195388,0.4836832280648646,0.0122462438572461
1197,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",9,disparate_parity,0.0996857714905994,0.0180047692156432,0.1341818512901175,1728930212124.6897,0.7284558023107625,0.0111922232094816
1198,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",9,equal_opportunity,0.114919888342842,0.0270148442894271,0.1643619307790802,2175965981181.5784,0.7893658794253922,0.0155596893673804
1199,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",9,Prevalence Disparity,0.0601013106121527,0.0061401929410593,0.0783593832355724,34.48770037868946,0.8203343116305372,0.0046348997348734
1200,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",0,Prevalence Disparity,0.0585220688881626,0.006123942187223,0.0782556208027452,32.96438367880939,0.8002693460557948,0.0046260914733435
1201,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",0,Group Size Disparity,0.292955256871718,0.1322045194069337,0.3635993941234415,5872297078054.289,0.6403284609339892,0.0559687777871537
1202,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",0,equal_opportunity,0.1146926291625897,0.0283667873140895,0.1684244261207071,2909980088088.92,0.7535763468048633,0.0161186359673891
1203,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",0,disparate_parity,0.0978681614449388,0.0179620229374583,0.1340224717629785,1756955677810.3936,0.7131828693372328,0.0111987226818898
1204,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",0,individual_fairness,0.0747895480149657,0.011558608028111,0.107510967013189,0.4120671087879187,0.2672903038957709,0.0038325558317832
1205,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",1,Prevalence Disparity,0.0568641603309987,0.0059730909143893,0.0772857743338923,7.485436356482373,0.7736308736692871,0.0044731310863487
1206,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",1,Group Size Disparity,0.3014890873799165,0.1393573368357953,0.3733059560679354,2483513847670.196,0.6603115329717608,0.0592018901822035
1207,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",1,equal_opportunity,0.1116987670198418,0.0257784968779633,0.1605568337940288,2464037854056.399,0.7479461365898727,0.0150644817857329
1208,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",1,disparate_parity,0.0959221118099999,0.0172052815381964,0.1311689046161338,1199318429449.3489,0.6962350617847448,0.0107072577583862
1209,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",1,individual_fairness,0.0613063305780402,0.0095355964234032,0.0976503785113159,0.1919842273364611,0.1645501941597386,0.0031096416989386
1210,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",2,Prevalence Disparity,0.0550607496618259,0.0055483751968028,0.0744874163654695,450253829952.4348,0.773271900706493,0.004228829089615
1211,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",2,Group Size Disparity,0.297377751203496,0.1309683252375471,0.3618954617531797,5746971098496.554,0.6741343762160532,0.0579922482267633
1212,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",2,equal_opportunity,0.1058400629614954,0.0228042456872566,0.1510107469263583,700579429132.0459,0.7409183197757803,0.0137298101142521
1213,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",2,disparate_parity,0.0912180596385438,0.0157013654486191,0.1253050894761228,441347321222.8508,0.679623437087195,0.0099674755238594
1214,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",2,individual_fairness,0.0535854613281871,0.0061789659179419,0.0786063987086415,0.1961986526846569,0.1613557833482715,0.0022720738360875
1215,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",3,Prevalence Disparity,0.05727480623419,0.0059536475061455,0.0771598827509836,8.891890214679766,0.7818868722804171,0.0045083244911962
1216,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",3,Group Size Disparity,0.2932163800970375,0.1322258972204809,0.3636287904174819,4738448769934.21,0.632456072186544,0.0559065989038994
1217,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",3,equal_opportunity,0.1095099834503361,0.0256571389080546,0.1601784595632467,3867663595554.485,0.7425933036114686,0.0149627937094262
1218,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",3,disparate_parity,0.0954471732874386,0.0171108213218148,0.130808338120377,1621672999207.528,0.6847944397154261,0.0106280141414503
1219,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",3,individual_fairness,0.0558260093015748,0.0069402875782192,0.0833083884024845,0.2101416857782588,0.1690286955895091,0.0024813400834311
1220,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",4,Prevalence Disparity,0.0545135415962346,0.0052745336558435,0.0726259847151383,5.846016470312415,0.7556526652685291,0.0040382334063412
1221,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",4,Group Size Disparity,0.2969956267068424,0.1315763274624144,0.3627345137458171,4815729703032.239,0.6490013980750573,0.056722392133353
1222,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",4,equal_opportunity,0.1108067233635369,0.0263246226223636,0.1622486444392177,3283092460130.657,0.7439069702891902,0.0151001900680836
1223,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",4,disparate_parity,0.0911700897941627,0.0151555945065005,0.1231080602824222,1590497003447.5005,0.6721965874925486,0.0096574376311338
1224,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",4,individual_fairness,0.0555523976254828,0.0068389668037016,0.0826980459485085,0.2083130513271338,0.1686794338293168,0.0024369245334741
1225,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",5,Prevalence Disparity,0.0554700980283073,0.0055935230846567,0.0747898595041917,427099950879.0707,0.7787032652462624,0.004232788629306
1226,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",5,Group Size Disparity,0.2944113812220002,0.1294096750237497,0.3597355626342073,7016680673587.972,0.6558161929331001,0.0567508161564774
1227,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",5,equal_opportunity,0.1055770483794657,0.0237035876030127,0.1539596947353843,1474752170401.479,0.7353044966493849,0.0138363184437404
1228,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",5,disparate_parity,0.0909212837167084,0.0157818619724821,0.1256258809819146,826374816893.3384,0.6722215013449795,0.0098238920703219
1229,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",5,individual_fairness,0.0562038142875988,0.0068884971229624,0.0829969705649699,0.2093775112079605,0.1717225974772608,0.0025068390961399
1230,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",6,Prevalence Disparity,0.056494280580435,0.0059663446176264,0.0772421168639652,53.065782967713815,0.7812263344597153,0.0044146204591276
1231,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",6,Group Size Disparity,0.2926382900685609,0.1301087969888937,0.3607059702706537,897076421579.8796,0.6530215595862147,0.0568307047608401
1232,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",6,equal_opportunity,0.1109646845666927,0.0266068283302064,0.1631159965491014,2175129230479.5625,0.7435631983534242,0.0152364423449907
1233,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",6,disparate_parity,0.0953678676077431,0.0175884648495466,0.1326215097544384,1352328351677.8103,0.6903042933851916,0.0106170568710077
1234,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",6,individual_fairness,0.0572073350616515,0.0075818750949588,0.0870739633585083,0.211004479974337,0.1707209122383955,0.0026954850021688
1235,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",7,Prevalence Disparity,0.0551221490665628,0.0055412130338254,0.0744393245121519,7.213150495796616,0.756581681248524,0.0042046967423749
1236,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",7,Group Size Disparity,0.2926772106650201,0.1315585018795875,0.3627099417986603,8090418390456.616,0.655501465828014,0.0572175238484461
1237,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",7,equal_opportunity,0.1101841816757044,0.0257857323763399,0.1605793647276634,2297404108020.497,0.7362836104720156,0.0148444695070352
1238,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",7,disparate_parity,0.0916762839551915,0.0160798256596016,0.1268062524468002,1274795598900.522,0.6672447580264285,0.0099660441569691
1239,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",7,individual_fairness,0.0575233235494227,0.0073836490578082,0.0859281621926612,0.2341529492270702,0.1806786378665264,0.0026868702346324
1240,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",8,Prevalence Disparity,0.0549468733330001,0.0055970302076872,0.0748133023444848,258134647090.2105,0.7633069980826132,0.0042351401599016
1241,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",8,Group Size Disparity,0.3041836102876489,0.1370119901100701,0.3701513070489824,6234830175719.59,0.6785774969750816,0.0594457301113858
1242,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",8,equal_opportunity,0.1074390138995418,0.0235822413427798,0.1535651045738577,2684353132835.809,0.7489133179567165,0.0140393663542802
1243,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",8,disparate_parity,0.0912374015140388,0.0160214070458715,0.1265756969005959,1579917833167.3154,0.6716709323675584,0.0100286052712158
1244,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",8,individual_fairness,0.0633160578440868,0.0097833103416241,0.0989106179417766,0.1865060812073426,0.1622967215673723,0.0031928717758792
1245,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",9,Prevalence Disparity,0.0558033382997731,0.0055409873967055,0.0744378089192953,33.71735239405584,0.7883719028406606,0.0042325246034168
1246,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",9,Group Size Disparity,0.2901482455506683,0.1278813295517576,0.3576049909491723,1156277966628.7815,0.6375999227724867,0.0551443367615054
1247,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",9,equal_opportunity,0.1107499340066449,0.0256144055140317,0.160045010900158,2015956153275.463,0.762165966289175,0.0148509459141987
1248,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",9,disparate_parity,0.0938284035015617,0.0168133305755931,0.1296662275829492,1374516262532.1467,0.6943954700047827,0.0104978321612404
1249,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",9,individual_fairness,0.072383240013309,0.0105991443088946,0.1029521457226349,0.4436807726531793,0.2700804109959266,0.0037433400145793
1250,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",0,Prevalence Disparity,0.0585220688891957,0.0061239421876633,0.0782556208055581,32.9643836847922,0.8002693460805146,0.0046260914736142
1251,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",0,Group Size Disparity,0.2929552569327225,0.1322045194407668,0.3635993941699667,5872297090322.647,0.6403284610421206,0.0559687777998396
1252,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",0,equal_opportunity,0.1146926291463859,0.0283667873093595,0.1684244261066653,2909980078400.9365,0.7535763467088884,0.0161186359663673
1253,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",0,individual_fairness,0.0748802131547218,0.0115993822906847,0.1077004284610081,0.4133376562216848,0.2675043252546443,0.0038455722435859
1254,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",0,disparate_parity,0.0977057104344964,0.0179032682156639,0.1338030949405279,1772201350557.9492,0.7126279736770301,0.0111572391923884
1255,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",1,Prevalence Disparity,0.0568641602747719,0.005973090901963,0.0772857742535004,7.485436337185186,0.7736308733184496,0.0044731310785027
1256,"['Prevalence Disparity', 'Group Size Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",1,Group Size Disparity,0.30148908736601,0.1393573367871953,0.3733059560028414,2483513847442.172,0.6603115329406546,0.0592018901684155
